productID,productName,stockxUrl,Pre Update Price,CurrentPrice
10150,JORDAN 1 FLYEASE COOL GREY,https://stockx.com//air-jordan-1-high-flyease-light-smoke-grey,285,
12517,NIKE DUNK HIGH 1985 YELLOW ACID WASH,https://stockx.com//nike-dunk-high-yellow-acid-wash-black,623,
